9891 , 3,4M , GCF_003323815.1_ASM332381v1_genomic.fna
9892 , 5,3M , GCF_003323835.1_ASM332383v1_genomic.fna
9893 , 3,2M , GCF_003324675.1_ASM332467v1_genomic.fna
9894 , 4,5M , GCF_003324715.1_ASM332471v1_genomic.fna
9895 , 5,3M , GCF_003324755.1_ASM332475v1_genomic.fna
9896 , 4,5M , GCF_003324775.1_ASM332477v1_genomic.fna
9897 , 4,7M , GCF_003324795.1_ASM332479v1_genomic.fna
9898 , 5,0M , GCF_003324815.1_ASM332481v1_genomic.fna
9899 , 4,7M , GCF_003324835.1_ASM332483v1_genomic.fna
9900 , 4,7M , GCF_003324855.1_ASM332485v1_genomic.fna
9901 , 4,7M , GCF_003324875.1_ASM332487v1_genomic.fna
9902 , 5,0M , GCF_003324915.1_ASM332491v1_genomic.fna
9903 , 4,6M , GCF_003324935.1_ASM332493v1_genomic.fna
9904 , 4,8M , GCF_003324955.1_ASM332495v1_genomic.fna
9905 , 4,8M , GCF_003324975.1_ASM332497v1_genomic.fna
9906 , 4,6M , GCF_003324995.1_ASM332499v1_genomic.fna
9907 , 4,4M , GCF_003325015.1_ASM332501v1_genomic.fna
9908 , 5,1M , GCF_003325035.1_ASM332503v1_genomic.fna
9909 , 4,8M , GCF_003325075.1_ASM332507v1_genomic.fna
9910 , 5,0M , GCF_003325095.1_ASM332509v1_genomic.fna
9911 , 4,6M , GCF_003325115.1_ASM332511v1_genomic.fna
9912 , 5,1M , GCF_003325135.1_ASM332513v1_genomic.fna
9913 , 4,6M , GCF_003325155.1_ASM332515v1_genomic.fna
9914 , 4,7M , GCF_003325195.1_ASM332519v1_genomic.fna
9915 , 5,6M , GCF_003325215.1_ASM332521v1_genomic.fna
9916 , 4,6M , GCF_003325255.1_ASM332525v1_genomic.fna
9917 , 4,7M , GCF_003325275.1_ASM332527v1_genomic.fna
9918 , 4,5M , GCF_003325315.1_ASM332531v1_genomic.fna
9919 , 4,7M , GCF_003325335.1_ASM332533v1_genomic.fna
9920 , 7,0M , GCF_003325355.1_ASM332535v1_genomic.fna
9921 , 7,3M , GCF_003325375.1_ASM332537v1_genomic.fna
9922 , 3,1M , GCF_003325395.1_ASM332539v1_genomic.fna
9923 , 3,4M , GCF_003325455.1_ASM332545v1_genomic.fna
9924 , 4,7M , GCF_003325475.1_ASM332547v1_genomic.fna
9925 , 4,7M , GCF_003325495.1_ASM332549v1_genomic.fna
9926 , 2,5M , GCF_003325735.1_ASM332573v1_genomic.fna
9927 , 1,6M , GCF_003325955.1_ASM332595v1_genomic.fna
9928 , 5,1M , GCF_003325975.1_ASM332597v1_genomic.fna
9929 , 1,7M , GCF_003326015.1_ASM332601v1_genomic.fna
9930 , 7,4M , GCF_003330725.1_ASM333072v1_genomic.fna
9931 , 7,0M , GCF_003330745.1_ASM333074v1_genomic.fna
9932 , 7,8M , GCF_003330765.1_ASM333076v1_genomic.fna
9933 , 7,3M , GCF_003330785.1_ASM333078v1_genomic.fna
9934 , 11M , GCF_003330805.1_ASM333080v1_genomic.fna
9935 , 6,9M , GCF_003330825.1_ASM333082v1_genomic.fna
9936 , 8,3M , GCF_003330845.1_ASM333084v1_genomic.fna
9937 , 9,4M , GCF_003330865.1_ASM333086v1_genomic.fna
9938 , 2,9M , GCF_003330905.1_ASM333090v1_genomic.fna
9939 , 2,6M , GCF_003330925.1_ASM333092v1_genomic.fna
9940 , 5,3M , GCF_003330945.1_ASM333094v1_genomic.fna
9941 , 4,2M , GCF_003330965.1_ASM333096v1_genomic.fna
9942 , 806K , GCF_003332325.1_ASM333232v1_genomic.fna
9943 , 6,6M , GCF_003332705.2_ASM333270v2_genomic.fna
9944 , 3,3M , GCF_003335165.1_ASM333516v1_genomic.fna
9945 , 5,0M , GCF_003336325.1_ASM333632v1_genomic.fna
9946 , 4,8M , GCF_003336345.1_ASM333634v1_genomic.fna
9947 , 3,6M , GCF_003336365.1_ASM333636v1_genomic.fna
9948 , 5,2M , GCF_003336405.1_ASM333640v1_genomic.fna
9949 , 2,7M , GCF_003339525.1_ASM333952v1_genomic.fna
9950 , 4,3M , GCF_003339545.1_ASM333954v1_genomic.fna
9951 , 1,9M , GCF_003339775.1_ASM333977v1_genomic.fna
9952 , 2,3M , GCF_003342655.1_ASM334265v1_genomic.fna
9953 , 2,7M , GCF_003342735.1_ASM334273v1_genomic.fna
9954 , 3,9M , GCF_003342755.1_ASM334275v1_genomic.fna
9955 , 2,7M , GCF_003342775.1_ASM334277v1_genomic.fna
9956 , 5,4M , GCF_003343225.1_ASM334322v1_genomic.fna
9957 , 5,5M , GCF_003343245.1_ASM334324v1_genomic.fna
9958 , 3,1M , GCF_003343265.1_ASM334326v1_genomic.fna
9959 , 3,1M , GCF_003343285.1_ASM334328v1_genomic.fna
9960 , 3,9M , GCF_003343305.1_ASM334330v1_genomic.fna
9961 , 9,2M , GCF_003344445.1_ASM334444v1_genomic.fna
9962 , 4,9M , GCF_003344465.1_ASM334446v1_genomic.fna
9963 , 6,2M , GCF_003344865.1_ASM334486v1_genomic.fna
9964 , 2,9M , GCF_003344925.1_ASM334492v1_genomic.fna
9965 , 8,2M , GCF_003344965.1_ASM334496v1_genomic.fna
9966 , 3,7M , GCF_003345215.1_ASM334521v1_genomic.fna
9967 , 4,0M , GCF_003345235.1_ASM334523v1_genomic.fna
9968 , 3,0M , GCF_003345255.1_ASM334525v1_genomic.fna
9969 , 3,1M , GCF_003345275.1_ASM334527v1_genomic.fna
9970 , 5,4M , GCF_003345295.1_ASM334529v1_genomic.fna
9971 , 3,9M , GCF_003345315.1_ASM334531v1_genomic.fna
9972 , 4,1M , GCF_003345335.1_ASM334533v1_genomic.fna
9973 , 3,3M , GCF_003345375.1_ASM334537v1_genomic.fna
9974 , 2,8M , GCF_003346755.1_ASM334675v1_genomic.fna
9975 , 3,0M , GCF_003346775.1_ASM334677v1_genomic.fna
9976 , 2,0M , GCF_003346795.1_ASM334679v1_genomic.fna
9977 , 2,6M , GCF_003346815.1_ASM334681v1_genomic.fna
9978 , 5,2M , GCF_003346835.1_ASM334683v1_genomic.fna
9979 , 2,7M , GCF_003347055.1_ASM334705v1_genomic.fna
9980 , 5,0M , GCF_003347075.1_ASM334707v1_genomic.fna
9981 , 1,8M , GCF_003347095.1_ASM334709v1_genomic.fna
9982 , 1,8M , GCF_003347115.1_ASM334711v1_genomic.fna
9983 , 1,8M , GCF_003347135.1_ASM334713v1_genomic.fna
9984 , 3,3M , GCF_003350945.1_ASM335094v1_genomic.fna
9985 , 7,1M , GCF_003351365.1_ASM335136v1_genomic.fna
9986 , 5,0M , GCF_003351385.1_ASM335138v1_genomic.fna
9987 , 1,9M , GCF_003351405.1_ASM335140v1_genomic.fna
9988 , 1,8M , GCF_003351425.1_ASM335142v1_genomic.fna
9989 , 1,8M , GCF_003351445.1_ASM335144v1_genomic.fna
9990 , 1,8M , GCF_003351465.1_ASM335146v1_genomic.fna
9991 , 5,0M , GCF_003351485.1_ASM335148v1_genomic.fna
9992 , 2,1M , GCF_003351525.1_ASM335152v1_genomic.fna
9993 , 2,4M , GCF_003351545.1_ASM335154v1_genomic.fna
9994 , 2,2M , GCF_003351565.1_ASM335156v1_genomic.fna
9995 , 1,8M , GCF_003351585.1_ASM335158v1_genomic.fna
9996 , 1,8M , GCF_003351605.1_ASM335160v1_genomic.fna
9997 , 1,8M , GCF_003351625.1_ASM335162v1_genomic.fna
9998 , 2,1M , GCF_003351645.1_ASM335164v1_genomic.fna
9999 , 2,5M , GCF_003351685.1_ASM335168v1_genomic.fna
10000 , 2,1M , GCF_003351705.1_ASM335170v1_genomic.fna
10001 , 2,1M , GCF_003351725.1_ASM335172v1_genomic.fna
10002 , 3,7M , GCF_003351745.1_ASM335174v1_genomic.fna
10003 , 3,8M , GCF_003351765.1_ASM335176v1_genomic.fna
10004 , 3,4M , GCF_003351785.1_ASM335178v1_genomic.fna
10005 , 1,8M , GCF_003351805.1_ASM335180v1_genomic.fna
10006 , 4,9M , GCF_003351825.1_ASM335182v1_genomic.fna
10007 , 4,9M , GCF_003351845.1_ASM335184v1_genomic.fna
10008 , 5,4M , GCF_003351885.1_ASM335188v1_genomic.fna
10009 , 1,1M , GCF_003351905.1_ASM335190v1_genomic.fna
10010 , 2,9M , GCF_003351925.1_ASM335192v1_genomic.fna
10011 , 1,8M , GCF_003351945.1_ASM335194v1_genomic.fna
10012 , 4,0M , GCF_003352005.1_ASM335200v1_genomic.fna
10013 , 4,2M , GCF_003352045.1_ASM335204v1_genomic.fna
10014 , 4,1M , GCF_003352065.1_ASM335206v1_genomic.fna
10015 , 5,0M , GCF_003352085.1_ASM335208v1_genomic.fna
10016 , 3,9M , GCF_003352105.1_ASM335210v1_genomic.fna
10017 , 3,2M , GCF_003352125.1_ASM335212v1_genomic.fna
10018 , 1,9M , GCF_003352145.1_ASM335214v1_genomic.fna
10019 , 3,9M , GCF_003352165.1_ASM335216v1_genomic.fna
10020 , 6,2M , GCF_003352185.1_ASM335218v1_genomic.fna
10021 , 2,2M , GCF_003352205.1_ASM335220v1_genomic.fna
10022 , 2,2M , GCF_003352225.1_ASM335222v1_genomic.fna
10023 , 1,9M , GCF_003352345.1_ASM335234v1_genomic.fna
10024 , 1,9M , GCF_003352365.1_ASM335236v1_genomic.fna
10025 , 2,0M , GCF_003352385.1_ASM335238v1_genomic.fna
10026 , 1,9M , GCF_003352405.1_ASM335240v1_genomic.fna
10027 , 5,0M , GCF_003352425.1_ASM335242v1_genomic.fna
10028 , 7,4M , GCF_003352445.1_ASM335244v1_genomic.fna
10029 , 5,3M , GCF_003352465.1_ASM335246v1_genomic.fna
10030 , 2,8M , GCF_003352785.1_ASM335278v1_genomic.fna
10031 , 2,2M , GCF_003352995.1_ASM335299v1_genomic.fna
10032 , 4,2M , GCF_003353065.1_ASM335306v1_genomic.fna
10033 , 3,0M , GCF_003353455.1_ASM335345v1_genomic.fna
10034 , 3,7M , GCF_003354245.1_ASM335424v1_genomic.fna
10035 , 960K , GCF_003354265.1_ASM335426v1_genomic.fna
10036 , 1,1M , GCF_003354285.1_ASM335428v1_genomic.fna
10037 , 968K , GCF_003354325.1_ASM335432v1_genomic.fna
10038 , 1,1M , GCF_003354345.1_ASM335434v1_genomic.fna
10039 , 1,1M , GCF_003354385.1_ASM335438v1_genomic.fna
10040 , 1016K , GCF_003354425.1_ASM335442v1_genomic.fna
10041 , 1,1M , GCF_003354485.1_ASM335448v1_genomic.fna
10042 , 1,1M , GCF_003354525.1_ASM335452v1_genomic.fna
10043 , 2,8M , GCF_003354545.1_ASM335454v1_genomic.fna
10044 , 2,9M , GCF_003354565.1_ASM335456v1_genomic.fna
10045 , 2,9M , GCF_003354585.1_ASM335458v1_genomic.fna
10046 , 2,8M , GCF_003354605.1_ASM335460v1_genomic.fna
10047 , 2,8M , GCF_003354625.1_ASM335462v1_genomic.fna
10048 , 2,8M , GCF_003354645.1_ASM335464v1_genomic.fna
10049 , 2,8M , GCF_003354665.1_ASM335466v1_genomic.fna
10050 , 2,8M , GCF_003354685.1_ASM335468v1_genomic.fna
10051 , 2,9M , GCF_003354705.1_ASM335470v1_genomic.fna
10052 , 2,8M , GCF_003354725.1_ASM335472v1_genomic.fna
10053 , 2,8M , GCF_003354745.1_ASM335474v1_genomic.fna
10054 , 2,9M , GCF_003354765.1_ASM335476v1_genomic.fna
10055 , 2,8M , GCF_003354785.1_ASM335478v1_genomic.fna
10056 , 2,7M , GCF_003354805.1_ASM335480v1_genomic.fna
10057 , 2,0M , GCF_003354825.1_ASM335482v1_genomic.fna
10058 , 2,7M , GCF_003354865.1_ASM335486v1_genomic.fna
10059 , 2,8M , GCF_003354885.1_ASM335488v1_genomic.fna
10060 , 2,8M , GCF_003354905.1_ASM335490v1_genomic.fna
10061 , 2,7M , GCF_003354925.1_ASM335492v1_genomic.fna
10062 , 2,9M , GCF_003354945.1_ASM335494v1_genomic.fna
10063 , 2,9M , GCF_003354965.1_ASM335496v1_genomic.fna
10064 , 2,9M , GCF_003354985.1_ASM335498v1_genomic.fna
10065 , 3,7M , GCF_003355005.1_ASM335500v1_genomic.fna
10066 , 4,0M , GCF_003355025.1_ASM335502v1_genomic.fna
10067 , 4,0M , GCF_003355045.1_ASM335504v1_genomic.fna
10068 , 4,0M , GCF_003355065.1_ASM335506v1_genomic.fna
10069 , 4,0M , GCF_003355085.1_ASM335508v1_genomic.fna
10070 , 5,0M , GCF_003355135.1_ASM335513v1_genomic.fna
10071 , 4,8M , GCF_003355175.1_ASM335517v1_genomic.fna
10072 , 2,3M , GCF_003355215.1_ASM335521v1_genomic.fna
10073 , 2,2M , GCF_003355235.1_ASM335523v1_genomic.fna
10074 , 2,2M , GCF_003355255.1_ASM335525v1_genomic.fna
10075 , 2,2M , GCF_003355275.1_ASM335527v1_genomic.fna
10076 , 2,2M , GCF_003355295.1_ASM335529v1_genomic.fna
10077 , 2,3M , GCF_003355315.1_ASM335531v1_genomic.fna
10078 , 2,2M , GCF_003355335.1_ASM335533v1_genomic.fna
10079 , 2,2M , GCF_003355375.1_ASM335537v1_genomic.fna
10080 , 2,2M , GCF_003355395.1_ASM335539v1_genomic.fna
10081 , 2,2M , GCF_003355415.1_ASM335541v1_genomic.fna
10082 , 2,3M , GCF_003355435.1_ASM335543v1_genomic.fna
10083 , 3,3M , GCF_003355455.1_ASM335545v1_genomic.fna
10084 , 3,6M , GCF_003355475.1_ASM335547v1_genomic.fna
10085 , 1,9M , GCF_003355515.1_ASM335551v1_genomic.fna
10086 , 5,6M , GCF_003363675.2_ASM336367v2_genomic.fna
10087 , 6,5M , GCF_003363755.1_ASM336375v1_genomic.fna
10088 , 1,3M , GCF_003363775.1_ASM336377v1_genomic.fna
10089 , 1,2M , GCF_003366055.1_ASM336605v1_genomic.fna
10090 , 7,8M , GCF_003366075.1_ASM336607v1_genomic.fna
10091 , 3,7M , GCF_003367075.2_ASM336707v2_genomic.fna
10092 , 1,3M , GCF_003367295.1_ASM336729v1_genomic.fna
10093 , 3,6M , GCF_003367315.1_ASM336731v1_genomic.fna
10094 , 5,3M , GCF_003367335.1_ASM336733v1_genomic.fna
10095 , 3,1M , GCF_003367355.1_ASM336735v1_genomic.fna
10096 , 4,0M , GCF_003367375.1_ASM336737v1_genomic.fna
10097 , 6,3M , GCF_003367415.1_ASM336741v1_genomic.fna
10098 , 5,5M , GCF_003367555.1_ASM336755v1_genomic.fna
10099 , 3,5M , GCF_003367705.1_ASM336770v1_genomic.fna
10100 , 4,5M , GCF_003367885.1_ASM336788v1_genomic.fna
10101 , 2,6M , GCF_003367905.1_ASM336790v1_genomic.fna
10102 , 1,7M , GCF_003368045.1_ASM336804v1_genomic.fna
10103 , 1,6M , GCF_003368065.1_ASM336806v1_genomic.fna
10104 , 1,6M , GCF_003368085.1_ASM336808v1_genomic.fna
10105 , 1,7M , GCF_003368105.1_ASM336810v1_genomic.fna
10106 , 1,6M , GCF_003368125.1_ASM336812v1_genomic.fna
10107 , 1,6M , GCF_003368145.1_ASM336814v1_genomic.fna
10108 , 1,7M , GCF_003368165.1_ASM336816v1_genomic.fna
10109 , 1,7M , GCF_003368185.1_ASM336818v1_genomic.fna
10110 , 1,6M , GCF_003368205.1_ASM336820v1_genomic.fna
10111 , 1,8M , GCF_003368225.1_ASM336822v1_genomic.fna
10112 , 1,7M , GCF_003368245.1_ASM336824v1_genomic.fna
10113 , 8,1M , GCF_003368325.1_ASM336832v1_genomic.fna
10114 , 6,8M , GCF_003369735.1_ASM336973v1_genomic.fna
10115 , 6,9M , GCF_003369755.1_ASM336975v1_genomic.fna
10116 , 6,6M , GCF_003369775.1_ASM336977v1_genomic.fna
10117 , 7,6M , GCF_003369795.1_ASM336979v1_genomic.fna
10118 , 4,4M , GCF_003382565.3_ASM338256v3_genomic.fna
10119 , 5,1M , GCF_003382725.1_ASM338272v1_genomic.fna
10120 , 4,8M , GCF_003382775.1_ASM338277v1_genomic.fna
10121 , 4,8M , GCF_003382795.1_ASM338279v1_genomic.fna
10122 , 4,6M , GCF_003382815.1_ASM338281v1_genomic.fna
10123 , 4,8M , GCF_003382835.1_ASM338283v1_genomic.fna
10124 , 4,8M , GCF_003382855.1_ASM338285v1_genomic.fna
10125 , 4,8M , GCF_003382875.1_ASM338287v1_genomic.fna
10126 , 4,9M , GCF_003382895.1_ASM338289v1_genomic.fna
10127 , 4,9M , GCF_003382915.1_ASM338291v1_genomic.fna
10128 , 4,7M , GCF_003382935.1_ASM338293v1_genomic.fna
10129 , 733K , GCF_003383595.3_ASM338359v3_genomic.fna
10130 , 3,8M , GCF_003390415.1_ASM339041v1_genomic.fna
10131 , 2,1M , GCF_003390455.1_ASM339045v1_genomic.fna
10132 , 2,9M , GCF_003390475.1_ASM339047v1_genomic.fna
10133 , 5,0M , GCF_003390495.1_ASM339049v1_genomic.fna
10134 , 2,3M , GCF_003390735.1_ASM339073v1_genomic.fna
10135 , 1,9M , GCF_003390755.1_ASM339075v1_genomic.fna
10136 , 2,5M , GCF_003390995.1_ASM339099v1_genomic.fna
10137 , 3,6M , GCF_003391095.1_ASM339109v1_genomic.fna
10138 , 8,6M , GCF_003391135.1_ASM339113v1_genomic.fna
10139 , 5,4M , GCF_003391255.1_ASM339125v1_genomic.fna
10140 , 3,1M , GCF_003391275.1_ASM339127v1_genomic.fna
10141 , 155K , GCF_003391295.1_ASM339129v1_genomic.fna
10142 , 475K , GCF_003391335.1_ASM339133v1_genomic.fna
10143 , 5,6M , GCF_003391375.1_ASM339137v1_genomic.fna
10144 , 6,3M , GCF_003391395.1_ASM339139v1_genomic.fna
10145 , 6,3M , GCF_003391415.1_ASM339141v1_genomic.fna
10146 , 2,5M , GCF_003394085.1_ASM339408v1_genomic.fna
10147 , 2,9M , GCF_003394105.1_ASM339410v1_genomic.fna
10148 , 4,4M , GCF_003399575.2_ASM339957v2_genomic.fna
10149 , 5,1M , GCF_003399775.2_ASM339977v2_genomic.fna
10150 , 5,0M , GCF_003399795.2_ASM339979v2_genomic.fna
10151 , 4,9M , GCF_003399845.2_ASM339984v2_genomic.fna
10152 , 5,0M , GCF_003399885.2_ASM339988v2_genomic.fna
10153 , 4,8M , GCF_003399895.2_ASM339989v2_genomic.fna
10154 , 4,9M , GCF_003399945.2_ASM339994v2_genomic.fna
10155 , 5,2M , GCF_003400045.2_ASM340004v2_genomic.fna
10156 , 1,8M , GCF_003402855.1_ASM340285v1_genomic.fna
10157 , 2,4M , GCF_003402875.1_ASM340287v1_genomic.fna
10158 , 2,5M , GCF_003402895.1_ASM340289v1_genomic.fna
10159 , 2,4M , GCF_003402915.1_ASM340291v1_genomic.fna
10160 , 2,4M , GCF_003402935.1_ASM340293v1_genomic.fna
10161 , 5,8M , GCF_003402955.1_ASM340295v1_genomic.fna
10162 , 4,7M , GCF_003403075.1_ASM340307v1_genomic.fna
10163 , 4,6M , GCF_003403095.1_ASM340309v1_genomic.fna
10164 , 2,2M , GCF_003403115.1_ASM340311v1_genomic.fna
10165 , 4,8M , GCF_003403135.1_ASM340313v1_genomic.fna
10166 , 2,8M , GCF_003403315.2_ASM340331v2_genomic.fna
10167 , 6,8M , GCF_003408495.1_ASM340849v1_genomic.fna
10168 , 6,8M , GCF_003408515.1_ASM340851v1_genomic.fna
10169 , 5,2M , GCF_003408535.1_ASM340853v1_genomic.fna
10170 , 5,2M , GCF_003408555.1_ASM340855v1_genomic.fna
10171 , 5,0M , GCF_003408575.1_ASM340857v1_genomic.fna
10172 , 5,2M , GCF_003408595.1_ASM340859v1_genomic.fna
10173 , 5,9M , GCF_003408615.1_ASM340861v1_genomic.fna
10174 , 4,6M , GCF_003408635.1_ASM340863v1_genomic.fna
10175 , 2,9M , GCF_003409075.1_ASM340907v1_genomic.fna
10176 , 5,1M , GCF_003410255.1_ASM341025v1_genomic.fna
10177 , 4,9M , GCF_003410275.1_ASM341027v1_genomic.fna
10178 , 5,1M , GCF_003410295.1_ASM341029v1_genomic.fna
10179 , 3,4M , GCF_003410315.1_ASM341031v1_genomic.fna
10180 , 6,4M , GCF_003410335.1_ASM341033v1_genomic.fna
10181 , 5,2M , GCF_003410355.1_ASM341035v1_genomic.fna
10182 , 2,2M , GCF_003410375.1_ASM341037v1_genomic.fna
10183 , 5,4M , GCF_003410415.1_ASM341041v1_genomic.fna
10184 , 7,1M , GCF_003411785.2_ASM341178v2_genomic.fna
10185 , 5,0M , GCF_003413625.1_ASM341362v1_genomic.fna
10186 , 1,8M , GCF_003425445.1_ASM342544v1_genomic.fna
10187 , 1,8M , GCF_003425465.1_ASM342546v1_genomic.fna
10188 , 1,8M , GCF_003425485.1_ASM342548v1_genomic.fna
10189 , 2,0M , GCF_003425505.1_ASM342550v1_genomic.fna
10190 , 1,9M , GCF_003425525.1_ASM342552v1_genomic.fna
10191 , 2,8M , GCF_003425545.1_ASM342554v1_genomic.fna
10192 , 1,8M , GCF_003425565.1_ASM342556v1_genomic.fna
10193 , 1,8M , GCF_003425585.1_ASM342558v1_genomic.fna
10194 , 1,8M , GCF_003425605.1_ASM342560v1_genomic.fna
10195 , 1,8M , GCF_003425625.1_ASM342562v1_genomic.fna
10196 , 1,9M , GCF_003425645.1_ASM342564v1_genomic.fna
10197 , 1,8M , GCF_003425715.1_ASM342571v1_genomic.fna
10198 , 1,8M , GCF_003425765.1_ASM342576v1_genomic.fna
10199 , 1,8M , GCF_003425815.1_ASM342581v1_genomic.fna
10200 , 2,8M , GCF_003425835.1_ASM342583v1_genomic.fna
10201 , 2,8M , GCF_003425885.1_ASM342588v1_genomic.fna
10202 , 2,8M , GCF_003425915.1_ASM342591v1_genomic.fna
10203 , 1,8M , GCF_003425935.1_ASM342593v1_genomic.fna
10204 , 1,9M , GCF_003425955.1_ASM342595v1_genomic.fna
10205 , 4,7M , GCF_003425985.1_ASM342598v1_genomic.fna
10206 , 2,8M , GCF_003426145.1_ASM342614v1_genomic.fna
10207 , 4,9M , GCF_003427055.1_ASM342705v1_genomic.fna
10208 , 5,2M , GCF_003428335.1_ASM342833v1_genomic.fna
10209 , 3,2M , GCF_003428355.1_ASM342835v1_genomic.fna
10210 , 1,9M , GCF_003428375.1_ASM342837v1_genomic.fna
10211 , 1,9M , GCF_003428395.1_ASM342839v1_genomic.fna
10212 , 5,0M , GCF_003428425.1_ASM342842v1_genomic.fna
10213 , 4,4M , GCF_003428825.1_ASM342882v1_genomic.fna
10214 , 7,0M , GCF_003428925.1_ASM342892v1_genomic.fna
10215 , 4,8M , GCF_003428965.1_ASM342896v1_genomic.fna
10216 , 6,4M , GCF_003429185.1_ASM342918v1_genomic.fna
10217 , 6,3M , GCF_003429205.1_ASM342920v1_genomic.fna
10218 , 4,3M , GCF_003429265.1_ASM342926v1_genomic.fna
10219 , 4,3M , GCF_003429285.1_ASM342928v1_genomic.fna
10220 , 5,3M , GCF_003429305.1_ASM342930v1_genomic.fna
10221 , 5,2M , GCF_003429325.1_ASM342932v1_genomic.fna
10222 , 4,6M , GCF_003429365.1_ASM342936v1_genomic.fna
10223 , 2,2M , GCF_003429385.1_ASM342938v1_genomic.fna
10224 , 1,8M , GCF_003429405.1_ASM342940v1_genomic.fna
10225 , 4,6M , GCF_003429425.1_ASM342942v1_genomic.fna
10226 , 4,5M , GCF_003429445.1_ASM342944v1_genomic.fna
10227 , 4,7M , GCF_003429465.1_ASM342946v1_genomic.fna
10228 , 4,0M , GCF_003429505.1_ASM342950v1_genomic.fna
10229 , 4,2M , GCF_003429525.1_ASM342952v1_genomic.fna
10230 , 5,7M , GCF_003429545.1_ASM342954v1_genomic.fna
10231 , 6,0M , GCF_003429625.1_ASM342962v1_genomic.fna
10232 , 3,6M , GCF_003430865.2_ASM343086v2_genomic.fna
10233 , 4,0M , GCF_003431345.1_ASM343134v1_genomic.fna
10234 , 2,7M , GCF_003431365.1_ASM343136v1_genomic.fna
10235 , 4,2M , GCF_003431385.1_ASM343138v1_genomic.fna
10236 , 2,3M , GCF_003431405.1_ASM343140v1_genomic.fna
10237 , 4,0M , GCF_003431825.1_ASM343182v1_genomic.fna
10238 , 969K , GCF_003431845.1_ASM343184v1_genomic.fna
10239 , 4,2M , GCF_003431865.1_ASM343186v1_genomic.fna
10240 , 3,8M , GCF_003431885.1_ASM343188v1_genomic.fna
10241 , 3,9M , GCF_003431975.1_ASM343197v1_genomic.fna
10242 , 5,4M , GCF_003432145.1_ASM343214v1_genomic.fna
10243 , 6,0M , GCF_003432165.1_ASM343216v1_genomic.fna
10244 , 5,5M , GCF_003432185.1_ASM343218v1_genomic.fna
10245 , 5,3M , GCF_003432205.1_ASM343220v1_genomic.fna
10246 , 5,3M , GCF_003432245.1_ASM343224v1_genomic.fna
10247 , 5,3M , GCF_003432265.1_ASM343226v1_genomic.fna
10248 , 5,3M , GCF_003432285.1_ASM343228v1_genomic.fna
10249 , 4,7M , GCF_003432305.1_ASM343230v1_genomic.fna
10250 , 2,8M , GCF_003432345.1_ASM343234v1_genomic.fna
10251 , 2,8M , GCF_003432365.1_ASM343236v1_genomic.fna
10252 , 4,9M , GCF_003432385.1_ASM343238v1_genomic.fna
10253 , 5,4M , GCF_003432405.1_ASM343240v1_genomic.fna
10254 , 4,0M , GCF_003432425.1_ASM343242v1_genomic.fna
10255 , 6,9M , GCF_003433235.1_ASM343323v1_genomic.fna
10256 , 1,1M , GCF_003433255.1_ASM343325v1_genomic.fna
10257 , 5,4M , GCF_003433275.1_ASM343327v1_genomic.fna
10258 , 2,0M , GCF_003433375.1_ASM343337v1_genomic.fna
10259 , 2,9M , GCF_003433395.1_ASM343339v1_genomic.fna
10260 , 2,9M , GCF_003433415.1_ASM343341v1_genomic.fna
10261 , 3,6M , GCF_003433515.1_ASM343351v1_genomic.fna
10262 , 4,2M , GCF_003441595.1_ASM344159v1_genomic.fna
10263 , 3,2M , GCF_003441615.1_ASM344161v1_genomic.fna
10264 , 1,8M , GCF_003443395.1_ASM344339v1_genomic.fna
10265 , 5,0M , GCF_003443515.1_ASM344351v1_genomic.fna
10266 , 4,3M , GCF_003443535.1_ASM344353v1_genomic.fna
10267 , 4,1M , GCF_003443555.1_ASM344355v1_genomic.fna
10268 , 4,1M , GCF_003443575.1_ASM344357v1_genomic.fna
10269 , 3,9M , GCF_003443595.1_ASM344359v1_genomic.fna
10270 , 4,4M , GCF_003443615.1_ASM344361v1_genomic.fna
10271 , 6,5M , GCF_003443655.1_ASM344365v1_genomic.fna
10272 , 5,9M , GCF_003443675.1_ASM344367v1_genomic.fna
10273 , 5,3M , GCF_003443695.1_ASM344369v1_genomic.fna
10274 , 5,9M , GCF_003443715.1_ASM344371v1_genomic.fna
10275 , 9,0M , GCF_003443735.1_ASM344373v1_genomic.fna
10276 , 5,8M , GCF_003443755.1_ASM344375v1_genomic.fna
10277 , 5,3M , GCF_003443775.1_ASM344377v1_genomic.fna
10278 , 4,7M , GCF_003443795.1_ASM344379v1_genomic.fna
10279 , 5,0M , GCF_003443815.1_ASM344381v1_genomic.fna
10280 , 5,5M , GCF_003443835.1_ASM344383v1_genomic.fna
10281 , 5,1M , GCF_003443855.2_ASM344385v2_genomic.fna
10282 , 3,4M , GCF_003443875.1_ASM344387v1_genomic.fna
10283 , 5,0M , GCF_003444755.1_ASM344475v1_genomic.fna
10284 , 4,1M , GCF_003444775.1_ASM344477v1_genomic.fna
10285 , 6,5M , GCF_003445395.2_ASM344539v2_genomic.fna
10286 , 7,0M , GCF_003445415.1_ASM344541v1_genomic.fna
10287 , 1,3M , GCF_003454715.1_ASM345471v1_genomic.fna
10288 , 7,8M , GCF_003454755.1_ASM345475v1_genomic.fna
10289 , 1,7M , GCF_003454775.1_ASM345477v1_genomic.fna
10290 , 4,5M , GCF_003454795.1_ASM345479v1_genomic.fna
