8105 , 1,9M , GCF_002735245.1_ASM273524v1_genomic.fna
8106 , 4,3M , GCF_002735945.1_ASM273594v1_genomic.fna
8107 , 6,0M , GCF_002736045.1_ASM273604v1_genomic.fna
8108 , 5,6M , GCF_002736065.1_ASM273606v1_genomic.fna
8109 , 4,2M , GCF_002736105.1_ASM273610v1_genomic.fna
8110 , 5,9M , GCF_002736125.1_ASM273612v1_genomic.fna
8111 , 2,3M , GCF_002736145.1_ASM273614v1_genomic.fna
8112 , 5,2M , GCF_002736205.1_ASM273620v1_genomic.fna
8113 , 2,2M , GCF_002736265.1_ASM273626v1_genomic.fna
8114 , 1,1M , GCF_002736285.1_ASM273628v1_genomic.fna
8115 , 9,4M , GCF_002741015.1_ASM274101v1_genomic.fna
8116 , 7,0M , GCF_002741035.1_ASM274103v1_genomic.fna
8117 , 6,4M , GCF_002741055.1_ASM274105v1_genomic.fna
8118 , 5,7M , GCF_002741075.1_IEC330191.0_genomic.fna
8119 , 4,9M , GCF_002741175.1_ASM274117v1_genomic.fna
8120 , 5,2M , GCF_002741195.1_ASM274119v1_genomic.fna
8121 , 5,1M , GCF_002741215.1_ASM274121v1_genomic.fna
8122 , 5,0M , GCF_002741255.1_ASM274125v1_genomic.fna
8123 , 5,0M , GCF_002741295.1_ASM274129v1_genomic.fna
8124 , 5,0M , GCF_002741315.1_ASM274131v1_genomic.fna
8125 , 4,8M , GCF_002741335.1_ASM274133v1_genomic.fna
8126 , 5,1M , GCF_002741355.1_ASM274135v1_genomic.fna
8127 , 5,2M , GCF_002741375.1_ASM274137v1_genomic.fna
8128 , 3,9M , GCF_002741415.1_ASM274141v1_genomic.fna
8129 , 5,1M , GCF_002741435.1_ASM274143v1_genomic.fna
8130 , 5,0M , GCF_002741455.1_ASM274145v1_genomic.fna
8131 , 4,8M , GCF_002741475.1_ASM274147v1_genomic.fna
8132 , 5,0M , GCF_002741495.1_ASM274149v1_genomic.fna
8133 , 4,9M , GCF_002741515.1_ASM274151v1_genomic.fna
8134 , 5,1M , GCF_002741535.1_ASM274153v1_genomic.fna
8135 , 4,9M , GCF_002741555.1_ASM274155v1_genomic.fna
8136 , 4,8M , GCF_002741575.1_ASM274157v1_genomic.fna
8137 , 5,2M , GCF_002741595.1_ASM274159v1_genomic.fna
8138 , 4,7M , GCF_002741615.1_ASM274161v1_genomic.fna
8139 , 4,8M , GCF_002741635.1_ASM274163v1_genomic.fna
8140 , 1,4M , GCF_002741665.1_ASM274166v1_genomic.fna
8141 , 5,6M , GCF_002741685.1_ASM274168v1_genomic.fna
8142 , 4,1M , GCF_002741705.1_ASM274170v1_genomic.fna
8143 , 5,4M , GCF_002741725.1_ASM274172v1_genomic.fna
8144 , 3,7M , GCF_002741745.1_ASM274174v1_genomic.fna
8145 , 1,3M , GCF_002741765.1_ASM274176v1_genomic.fna
8146 , 1,3M , GCF_002741785.1_ASM274178v1_genomic.fna
8147 , 1,4M , GCF_002741845.2_ASM274184v2_genomic.fna
8148 , 4,9M , GCF_002741885.1_ASM274188v1_genomic.fna
8149 , 4,7M , GCF_002741905.1_ASM274190v1_genomic.fna
8150 , 4,8M , GCF_002742645.2_ASM274264v2_genomic.fna
8151 , 3,3M , GCF_002749475.1_ASM274947v1_genomic.fna
8152 , 4,5M , GCF_002749495.1_ASM274949v1_genomic.fna
8153 , 1023K , GCF_002749575.1_ASM274957v1_genomic.fna
8154 , 4,5M , GCF_002749615.1_ASM274961v1_genomic.fna
8155 , 4,0M , GCF_002749635.1_ASM274963v1_genomic.fna
8156 , 3,2M , GCF_002749655.1_ASM274965v1_genomic.fna
8157 , 839K , GCF_002749675.1_ASM274967v1_genomic.fna
8158 , 5,1M , GCF_002752655.1_ASM275265v1_genomic.fna
8159 , 7,3M , GCF_002752675.1_ASM275267v1_genomic.fna
8160 , 1,2M , GCF_002752695.1_ASM275269v1_genomic.fna
8161 , 1,2M , GCF_002752715.1_ASM275271v1_genomic.fna
8162 , 1,2M , GCF_002752735.1_ASM275273v1_genomic.fna
8163 , 2,8M , GCF_002752755.2_ASM275275v2_genomic.fna
8164 , 5,5M , GCF_002752775.1_ASM275277v1_genomic.fna
8165 , 2,7M , GCF_002752795.2_ASM275279v2_genomic.fna
8166 , 5,3M , GCF_002752905.1_ASM275290v1_genomic.fna
8167 , 5,6M , GCF_002752955.1_ASM275295v1_genomic.fna
8168 , 5,6M , GCF_002752975.1_ASM275297v1_genomic.fna
8169 , 5,4M , GCF_002752995.1_ASM275299v1_genomic.fna
8170 , 5,6M , GCF_002753055.1_ASM275305v1_genomic.fna
8171 , 5,6M , GCF_002753075.1_ASM275307v1_genomic.fna
8172 , 5,6M , GCF_002753165.1_ASM275316v1_genomic.fna
8173 , 5,4M , GCF_002753355.1_ASM275335v1_genomic.fna
8174 , 5,2M , GCF_002753375.1_ASM275337v1_genomic.fna
8175 , 5,6M , GCF_002753405.1_ASM275340v1_genomic.fna
8176 , 5,6M , GCF_002753555.1_ASM275355v1_genomic.fna
8177 , 5,6M , GCF_002753605.1_ASM275360v1_genomic.fna
8178 , 6,4M , GCF_002753655.1_ASM275365v1_genomic.fna
8179 , 3,0M , GCF_002753715.1_ASM275371v2_genomic.fna
8180 , 4,1M , GCF_002753915.1_ASM275391v1_genomic.fna
8181 , 2,3M , GCF_002753935.1_ASM275393v1_genomic.fna
8182 , 2,4M , GCF_002753955.1_ASM275395v1_genomic.fna
8183 , 2,4M , GCF_002753975.1_ASM275397v1_genomic.fna
8184 , 5,1M , GCF_002753995.1_ASM275399v1_genomic.fna
8185 , 2,3M , GCF_002754015.1_ASM275401v1_genomic.fna
8186 , 2,3M , GCF_002754035.1_ASM275403v1_genomic.fna
8187 , 2,4M , GCF_002754055.1_ASM275405v1_genomic.fna
8188 , 2,4M , GCF_002754075.1_ASM275407v1_genomic.fna
8189 , 2,3M , GCF_002754095.1_ASM275409v1_genomic.fna
8190 , 2,4M , GCF_002754115.1_ASM275411v1_genomic.fna
8191 , 2,4M , GCF_002754135.1_ASM275413v1_genomic.fna
8192 , 2,2M , GCF_002754155.1_ASM275415v1_genomic.fna
8193 , 5,0M , GCF_002754815.1_ASM275481v1_genomic.fna
8194 , 2,6M , GCF_002754935.1_ASM275493v1_genomic.fna
8195 , 5,0M , GCF_002759095.2_ASM275909v2_genomic.fna
8196 , 5,2M , GCF_002759115.2_ASM275911v2_genomic.fna
8197 , 5,0M , GCF_002759135.1_ASM275913v3_genomic.fna
8198 , 5,1M , GCF_002759155.2_ASM275915v2_genomic.fna
8199 , 5,0M , GCF_002759175.2_ASM275917v2_genomic.fna
8200 , 5,0M , GCF_002759195.2_ASM275919v2_genomic.fna
8201 , 4,9M , GCF_002759215.2_ASM275921v3_genomic.fna
8202 , 5,0M , GCF_002759235.2_ASM275923v2_genomic.fna
8203 , 5,1M , GCF_002759255.2_ASM275925v3_genomic.fna
8204 , 5,0M , GCF_002759275.2_ASM275927v2_genomic.fna
8205 , 5,0M , GCF_002759295.2_ASM275929v2_genomic.fna
8206 , 5,0M , GCF_002759315.2_ASM275931v2_genomic.fna
8207 , 5,2M , GCF_002759335.2_ASM275933v2_genomic.fna
8208 , 5,0M , GCF_002759355.2_ASM275935v2_genomic.fna
8209 , 5,2M , GCF_002759375.1_ASM275937v2_genomic.fna
8210 , 5,1M , GCF_002759395.2_ASM275939v2_genomic.fna
8211 , 5,2M , GCF_002759415.2_ASM275941v2_genomic.fna
8212 , 4,6M , GCF_002760915.1_ASM276091v1_genomic.fna
8213 , 4,6M , GCF_002760935.1_ASM276093v1_genomic.fna
8214 , 4,7M , GCF_002760955.1_ASM276095v1_genomic.fna
8215 , 4,6M , GCF_002760975.1_ASM276097v1_genomic.fna
8216 , 4,6M , GCF_002760995.1_ASM276099v1_genomic.fna
8217 , 4,6M , GCF_002761015.1_ASM276101v1_genomic.fna
8218 , 4,8M , GCF_002761035.1_ASM276103v1_genomic.fna
8219 , 4,9M , GCF_002761055.1_ASM276105v1_genomic.fna
8220 , 4,6M , GCF_002761075.1_ASM276107v1_genomic.fna
8221 , 4,7M , GCF_002761095.1_ASM276109v1_genomic.fna
8222 , 4,6M , GCF_002761115.1_ASM276111v1_genomic.fna
8223 , 4,7M , GCF_002761135.1_ASM276113v1_genomic.fna
8224 , 4,7M , GCF_002761155.1_ASM276115v1_genomic.fna
8225 , 2,2M , GCF_002761235.1_ASM276123v1_genomic.fna
8226 , 3,1M , GCF_002761255.1_ASM276125v1_genomic.fna
8227 , 3,1M , GCF_002761275.1_ASM276127v1_genomic.fna
8228 , 5,5M , GCF_002761315.1_ASM276131v1_genomic.fna
8229 , 4,5M , GCF_002761335.1_ASM276133v1_genomic.fna
8230 , 4,5M , GCF_002761355.1_ASM276135v1_genomic.fna
8231 , 4,5M , GCF_002761375.1_ASM276137v1_genomic.fna
8232 , 4,4M , GCF_002761395.1_ASM276139v1_genomic.fna
8233 , 4,7M , GCF_002761415.1_ASM276141v1_genomic.fna
8234 , 4,6M , GCF_002761435.1_ASM276143v1_genomic.fna
8235 , 4,6M , GCF_002761455.1_ASM276145v1_genomic.fna
8236 , 4,6M , GCF_002761475.1_ASM276147v1_genomic.fna
8237 , 4,5M , GCF_002761495.1_ASM276149v1_genomic.fna
8238 , 5,2M , GCF_002761515.1_ASM276151v1_genomic.fna
8239 , 3,9M , GCF_002761535.1_ASM276153v1_genomic.fna
8240 , 4,0M , GCF_002761575.1_ASM276157v1_genomic.fna
8241 , 4,5M , GCF_002761835.1_ASM276183v1_genomic.fna
8242 , 3,2M , GCF_002761875.1_ASM276187v1_genomic.fna
8243 , 3,9M , GCF_002762095.1_ASM276209v1_genomic.fna
8244 , 3,9M , GCF_002762115.1_ASM276211v1_genomic.fna
8245 , 5,1M , GCF_002762135.3_ASM276213v3_genomic.fna
8246 , 3,8M , GCF_002762155.1_ASM276215v1_genomic.fna
8247 , 2,7M , GCF_002762175.1_ASM276217v1_genomic.fna
8248 , 3,5M , GCF_002762195.1_ASM276219v1_genomic.fna
8249 , 6,2M , GCF_002762215.1_ASM276221v1_genomic.fna
8250 , 1,5M , GCF_002762335.1_ASM276233v1_genomic.fna
8251 , 4,9M , GCF_002763415.1_ASM276341v1_genomic.fna
8252 , 5,1M , GCF_002763515.2_ASM276351v3_genomic.fna
8253 , 2,7M , GCF_002763535.1_ASM276353v1_genomic.fna
8254 , 2,7M , GCF_002763575.1_ASM276357v1_genomic.fna
8255 , 2,2M , GCF_002763595.1_ASM276359v1_genomic.fna
8256 , 3,2M , GCF_002763615.1_ASM276361v1_genomic.fna
8257 , 2,3M , GCF_002763625.1_ASM276362v1_genomic.fna
8258 , 6,5M , GCF_002763655.1_ASM276365v1_genomic.fna
8259 , 3,9M , GCF_002763675.1_ASM276367v1_genomic.fna
8260 , 2,6M , GCF_002763695.1_ASM276369v1_genomic.fna
8261 , 2,7M , GCF_002763715.1_ASM276371v1_genomic.fna
8262 , 2,3M , GCF_002763735.1_ASM276373v1_genomic.fna
8263 , 2,8M , GCF_002763745.1_ASM276374v1_genomic.fna
8264 , 2,2M , GCF_002763775.1_ASM276377v1_genomic.fna
8265 , 2,7M , GCF_002763785.1_ASM276378v1_genomic.fna
8266 , 2,2M , GCF_002763815.1_ASM276381v1_genomic.fna
8267 , 2,7M , GCF_002763845.1_ASM276384v1_genomic.fna
8268 , 2,4M , GCF_002763875.1_ASM276387v1_genomic.fna
8269 , 2,6M , GCF_002763915.1_ASM276391v1_genomic.fna
8270 , 2,3M , GCF_002763925.1_ASM276392v1_genomic.fna
8271 , 2,9M , GCF_002763955.1_ASM276395v1_genomic.fna
8272 , 2,8M , GCF_002763975.1_ASM276397v1_genomic.fna
8273 , 5,2M , GCF_002763995.1_ASM276399v1_genomic.fna
8274 , 5,2M , GCF_002764015.1_ASM276401v1_genomic.fna
8275 , 4,8M , GCF_002764035.1_ASM276403v1_genomic.fna
8276 , 2,1M , GCF_002764055.1_ASM276405v1_genomic.fna
8277 , 4,0M , GCF_002764075.1_ASM276407v1_genomic.fna
8278 , 6,0M , GCF_002764115.1_ASM276411v1_genomic.fna
8279 , 4,7M , GCF_002764135.1_ASM276413v1_genomic.fna
8280 , 4,3M , GCF_002770595.1_ASM277059v1_genomic.fna
8281 , 524K , GCF_002776555.1_ASM277655v1_genomic.fna
8282 , 4,0M , GCF_002776575.1_ASM277657v1_genomic.fna
8283 , 5,0M , GCF_002776715.1_ASM277671v1_genomic.fna
8284 , 5,0M , GCF_002776735.1_ASM277673v1_genomic.fna
8285 , 1,1M , GCF_002776745.1_ASM277674v1_genomic.fna
8286 , 5,0M , GCF_002776775.1_ASM277677v1_genomic.fna
8287 , 1,1M , GCF_002776795.1_ASM277679v1_genomic.fna
8288 , 5,1M , GCF_002776835.1_ASM277683v1_genomic.fna
8289 , 1,1M , GCF_002776845.1_ASM277684v1_genomic.fna
8290 , 1,1M , GCF_002776885.1_ASM277688v1_genomic.fna
8291 , 1,1M , GCF_002776955.1_ASM277695v1_genomic.fna
8292 , 1,1M , GCF_002776975.1_ASM277697v1_genomic.fna
8293 , 1,1M , GCF_002776995.1_ASM277699v1_genomic.fna
8294 , 1,1M , GCF_002777015.1_ASM277701v1_genomic.fna
8295 , 1,1M , GCF_002777035.1_ASM277703v1_genomic.fna
8296 , 1,1M , GCF_002777055.1_ASM277705v1_genomic.fna
8297 , 1,1M , GCF_002777075.1_ASM277707v1_genomic.fna
8298 , 1,1M , GCF_002777095.1_ASM277709v1_genomic.fna
8299 , 1,1M , GCF_002777135.1_ASM277713v1_genomic.fna
8300 , 1,1M , GCF_002777155.1_ASM277715v1_genomic.fna
8301 , 4,7M , GCF_002777175.1_ASM277717v1_genomic.fna
8302 , 6,3M , GCF_002777255.1_ASM277725v1_genomic.fna
8303 , 3,1M , GCF_002777275.1_ASM277727v1_genomic.fna
8304 , 2,4M , GCF_002777395.1_ASM277739v1_genomic.fna
8305 , 2,3M , GCF_002777455.1_ASM277745v1_genomic.fna
8306 , 7,8M , GCF_002777535.1_ASM277753v1_genomic.fna
8307 , 2,8M , GCF_002786455.2_ASM278645v2_genomic.fna
8308 , 2,8M , GCF_002786465.1_ASM278646v1_genomic.fna
8309 , 2,7M , GCF_002786535.1_ASM278653v1_genomic.fna
8310 , 5,1M , GCF_002786655.1_ASM278665v1_genomic.fna
8311 , 5,6M , GCF_002786755.1_ASM278675v1_genomic.fna
8312 , 5,2M , GCF_002786865.1_ASM278686v1_genomic.fna
8313 , 2,1M , GCF_002787125.1_ASM278712v1_genomic.fna
8314 , 5,2M , GCF_002787215.1_ASM278721v1_genomic.fna
8315 , 4,9M , GCF_002787315.1_ASM278731v1_genomic.fna
8316 , 5,1M , GCF_002787395.1_ASM278739v1_genomic.fna
8317 , 5,1M , GCF_002787545.1_ASM278754v1_genomic.fna
8318 , 5,0M , GCF_002787645.1_ASM278764v1_genomic.fna
8319 , 5,6M , GCF_002787755.1_ASM278775v1_genomic.fna
8320 , 5,3M , GCF_002787935.1_ASM278793v1_genomic.fna
8321 , 5,2M , GCF_002788115.1_ASM278811v1_genomic.fna
8322 , 5,0M , GCF_002788295.1_ASM278829v1_genomic.fna
8323 , 5,0M , GCF_002794415.1_ASM279441v1_genomic.fna
8324 , 2,3M , GCF_002794435.1_ASM279443v1_genomic.fna
8325 , 1,6M , GCF_002795265.1_ASM279526v1_genomic.fna
8326 , 2,8M , GCF_002795285.1_ASM279528v1_genomic.fna
8327 , 2,5M , GCF_002795805.1_ASM279580v1_genomic.fna
8328 , 2,3M , GCF_002795825.1_ASM279582v1_genomic.fna
8329 , 3,6M , GCF_002795845.1_ASM279584v1_genomic.fna
8330 , 2,9M , GCF_002795865.1_ASM279586v1_genomic.fna
8331 , 5,0M , GCF_002796405.1_ASM279640v1_genomic.fna
8332 , 5,0M , GCF_002796425.1_ASM279642v1_genomic.fna
8333 , 4,6M , GCF_002796445.1_ASM279644v1_genomic.fna
8334 , 3,9M , GCF_002796465.1_ASM279646v1_genomic.fna
8335 , 4,9M , GCF_002796505.1_ASM279650v1_genomic.fna
8336 , 5,2M , GCF_002796525.1_ASM279652v1_genomic.fna
8337 , 8,9M , GCF_002796545.1_ASM279654v1_genomic.fna
8338 , 5,0M , GCF_002796585.1_ASM279658v1_genomic.fna
8339 , 4,9M , GCF_002796605.1_ASM279660v1_genomic.fna
8340 , 3,7M , GCF_002803025.2_ASM280302v2_genomic.fna
8341 , 5,1M , GCF_002803805.1_ASM280380v2_genomic.fna
8342 , 2,5M , GCF_002803825.1_ASM280382v1_genomic.fna
8343 , 8,7M , GCF_002803845.1_ASM280384v1_genomic.fna
8344 , 3,8M , GCF_002803865.1_ASM280386v1_genomic.fna
8345 , 2,7M , GCF_002803885.1_ASM280388v1_genomic.fna
8346 , 4,8M , GCF_002803905.1_ASM280390v1_genomic.fna
8347 , 4,2M , GCF_002803925.1_ASM280392v1_genomic.fna
8348 , 4,7M , GCF_002803945.1_ASM280394v1_genomic.fna
8349 , 2,9M , GCF_002803965.1_ASM280396v1_genomic.fna
8350 , 1021K , GCF_002803985.1_ASM280398v1_genomic.fna
8351 , 859K , GCF_002804005.1_ASM280400v1_genomic.fna
8352 , 838K , GCF_002804025.1_ASM280402v1_genomic.fna
8353 , 3,3M , GCF_002804065.1_ASM280406v1_genomic.fna
8354 , 3,0M , GCF_002804085.1_ASM280408v1_genomic.fna
8355 , 836K , GCF_002804105.1_ASM280410v1_genomic.fna
8356 , 839K , GCF_002804125.1_ASM280412v1_genomic.fna
8357 , 7,4M , GCF_002804165.1_ASM280416v1_genomic.fna
8358 , 2,4M , GCF_002804185.1_ASM280418v1_genomic.fna
8359 , 829K , GCF_002804205.1_ASM280420v1_genomic.fna
8360 , 829K , GCF_002804225.1_ASM280422v1_genomic.fna
8361 , 792K , GCF_002804245.1_ASM280424v1_genomic.fna
8362 , 4,8M , GCF_002804265.1_ASM280426v1_genomic.fna
8363 , 2,4M , GCF_002804285.1_ASM280428v1_genomic.fna
8364 , 2,6M , GCF_002808045.1_ASM280804v1_genomic.fna
8365 , 1,6M , GCF_002810325.1_ASM281032v1_genomic.fna
8366 , 5,6M , GCF_002811305.2_ASM281130v2_genomic.fna
8367 , 5,5M , GCF_002811325.3_ASM281132v3_genomic.fna
8368 , 5,6M , GCF_002811335.3_ASM281133v4_genomic.fna
8369 , 5,6M , GCF_002811425.2_ASM281142v2_genomic.fna
8370 , 5,2M , GCF_002811555.3_ASM281155v3_genomic.fna
8371 , 2,7M , GCF_002812345.2_ASM281234v2_genomic.fna
8372 , 5,5M , GCF_002812365.1_ASM281236v1_genomic.fna
8373 , 5,6M , GCF_002812385.1_ASM281238v1_genomic.fna
8374 , 12M , GCF_002812405.1_ASM281240v1_genomic.fna
8375 , 2,0M , GCF_002812425.1_ASM281242v1_genomic.fna
8376 , 2,1M , GCF_002812445.1_ASM281244v1_genomic.fna
8377 , 2,0M , GCF_002812465.1_ASM281246v1_genomic.fna
8378 , 4,9M , GCF_002812485.1_ASM281248v1_genomic.fna
8379 , 2,0M , GCF_002812505.1_ASM281250v1_genomic.fna
8380 , 2,4M , GCF_002812525.1_ASM281252v1_genomic.fna
8381 , 4,7M , GCF_002812545.1_ASM281254v1_genomic.fna
8382 , 4,9M , GCF_002812565.2_ASM281256v2_genomic.fna
8383 , 4,1M , GCF_002812585.1_ASM281258v1_genomic.fna
8384 , 4,0M , GCF_002812605.1_ASM281260v1_genomic.fna
8385 , 4,1M , GCF_002812625.1_ASM281262v1_genomic.fna
8386 , 4,0M , GCF_002812645.1_ASM281264v1_genomic.fna
8387 , 5,9M , GCF_002812665.1_ASM281266v1_genomic.fna
8388 , 6,3M , GCF_002812705.1_ASM281270v1_genomic.fna
8389 , 6,4M , GCF_002812825.1_ASM281282v1_genomic.fna
8390 , 6,5M , GCF_002812845.1_ASM281284v1_genomic.fna
8391 , 6,3M , GCF_002812865.1_ASM281286v1_genomic.fna
8392 , 6,3M , GCF_002812885.1_ASM281288v1_genomic.fna
8393 , 6,6M , GCF_002812905.2_ASM281290v2_genomic.fna
8394 , 6,6M , GCF_002812925.2_ASM281292v3_genomic.fna
8395 , 4,4M , GCF_002813045.1_ASM281304v1_genomic.fna
8396 , 3,3M , GCF_002813065.1_ASM281306v1_genomic.fna
8397 , 2,1M , GCF_002813535.1_ASM281353v1_genomic.fna
8398 , 1,3M , GCF_002813555.1_ASM281355v1_genomic.fna
8399 , 9,9M , GCF_002813575.1_ASM281357v1_genomic.fna
8400 , 5,6M , GCF_002813595.1_ASM281359v1_genomic.fna
8401 , 3,1M , GCF_002813615.1_ASM281361v1_genomic.fna
8402 , 3,4M , GCF_002813715.1_ASM281371v1_genomic.fna
8403 , 3,4M , GCF_002813735.1_ASM281373v1_genomic.fna
8404 , 3,4M , GCF_002813755.1_ASM281375v1_genomic.fna
8405 , 7,5M , GCF_002813775.1_ASM281377v1_genomic.fna
8406 , 5,8M , GCF_002813875.1_ASM281387v1_genomic.fna
8407 , 4,6M , GCF_002813935.1_ASM281393v1_genomic.fna
8408 , 2,1M , GCF_002813955.1_ASM281395v1_genomic.fna
8409 , 4,6M , GCF_002813975.1_ASM281397v1_genomic.fna
8410 , 4,6M , GCF_002813995.1_ASM281399v1_genomic.fna
8411 , 5,2M , GCF_002814015.1_ASM281401v1_genomic.fna
8412 , 5,2M , GCF_002814035.1_ASM281403v1_genomic.fna
8413 , 5,4M , GCF_002814095.1_ASM281409v1_genomic.fna
8414 , 2,8M , GCF_002814115.1_ASM281411v1_genomic.fna
8415 , 1,8M , GCF_002814135.1_ASM281413v1_genomic.fna
8416 , 5,0M , GCF_002814155.1_ASM281415v1_genomic.fna
8417 , 3,0M , GCF_002831485.1_ASM283148v1_genomic.fna
8418 , 2,6M , GCF_002831505.1_ASM283150v1_genomic.fna
8419 , 8,5M , GCF_002831565.1_ASM283156v1_genomic.fna
8420 , 8,1M , GCF_002831585.1_ASM283158v1_genomic.fna
8421 , 4,3M , GCF_002831605.1_ASM283160v1_genomic.fna
8422 , 3,1M , GCF_002831625.1_ASM283162v1_genomic.fna
8423 , 4,2M , GCF_002831645.1_ASM283164v1_genomic.fna
8424 , 3,6M , GCF_002831665.1_ASM283166v1_genomic.fna
8425 , 3,5M , GCF_002831685.1_ASM283168v1_genomic.fna
8426 , 7,4M , GCF_002832675.1_ASM283267v1_genomic.fna
8427 , 3,5M , GCF_002833405.1_ASM283340v1_genomic.fna
8428 , 5,6M , GCF_002833425.1_ASM283342v1_genomic.fna
8429 , 5,6M , GCF_002833445.1_ASM283344v1_genomic.fna
8430 , 5,6M , GCF_002833465.1_ASM283346v1_genomic.fna
8431 , 5,1M , GCF_002833485.1_ASM283348v1_genomic.fna
8432 , 4,9M , GCF_002838165.1_ASM283816v1_genomic.fna
8433 , 2,4M , GCF_002838225.1_ASM283822v1_genomic.fna
8434 , 2,2M , GCF_002838245.1_ASM283824v1_genomic.fna
8435 , 2,3M , GCF_002838265.1_ASM283826v1_genomic.fna
8436 , 2,3M , GCF_002838285.1_ASM283828v1_genomic.fna
8437 , 2,3M , GCF_002838305.1_ASM283830v1_genomic.fna
8438 , 2,2M , GCF_002838325.1_ASM283832v1_genomic.fna
8439 , 2,5M , GCF_002838345.1_ASM283834v1_genomic.fna
8440 , 2,4M , GCF_002838365.1_ASM283836v1_genomic.fna
8441 , 2,3M , GCF_002838385.1_ASM283838v1_genomic.fna
8442 , 2,4M , GCF_002838405.1_ASM283840v1_genomic.fna
8443 , 2,4M , GCF_002838425.1_ASM283842v1_genomic.fna
8444 , 2,4M , GCF_002838445.1_ASM283844v1_genomic.fna
8445 , 2,3M , GCF_002838465.1_ASM283846v1_genomic.fna
8446 , 2,6M , GCF_002838485.1_ASM283848v1_genomic.fna
8447 , 2,4M , GCF_002838505.1_ASM283850v1_genomic.fna
8448 , 2,2M , GCF_002838525.1_ASM283852v1_genomic.fna
8449 , 2,3M , GCF_002838545.1_ASM283854v1_genomic.fna
8450 , 2,4M , GCF_002838565.1_ASM283856v1_genomic.fna
8451 , 2,4M , GCF_002838585.1_ASM283858v1_genomic.fna
8452 , 2,3M , GCF_002838605.1_ASM283860v1_genomic.fna
8453 , 2,3M , GCF_002838625.1_ASM283862v1_genomic.fna
8454 , 2,3M , GCF_002838645.1_ASM283864v1_genomic.fna
8455 , 2,3M , GCF_002838665.1_ASM283866v1_genomic.fna
8456 , 2,3M , GCF_002838685.1_ASM283868v1_genomic.fna
8457 , 2,4M , GCF_002838705.1_ASM283870v1_genomic.fna
8458 , 2,4M , GCF_002838725.1_ASM283872v1_genomic.fna
8459 , 2,3M , GCF_002838745.1_ASM283874v1_genomic.fna
8460 , 2,6M , GCF_002838765.1_ASM283876v1_genomic.fna
8461 , 1,8M , GCF_002843115.1_ASM284311v1_genomic.fna
8462 , 2,4M , GCF_002843135.1_ASM284313v1_genomic.fna
8463 , 4,7M , GCF_002843235.3_ASM284323v3_genomic.fna
8464 , 4,0M , GCF_002843505.1_ASM284350v1_genomic.fna
8465 , 3,0M , GCF_002843525.1_ASM284352v1_genomic.fna
8466 , 2,1M , GCF_002843545.1_ASM284354v1_genomic.fna
8467 , 899K , GCF_002843565.1_ASM284356v1_genomic.fna
8468 , 7,1M , GCF_002843645.1_ASM284364v1_genomic.fna
8469 , 4,0M , GCF_002843665.1_ASM284366v1_genomic.fna
8470 , 4,5M , GCF_002843685.1_ASM284368v1_genomic.fna
8471 , 3,6M , GCF_002843965.1_ASM284396v1_genomic.fna
8472 , 1,8M , GCF_002843985.1_ASM284398v1_genomic.fna
8473 , 4,2M , GCF_002844125.1_ASM284412v1_genomic.fna
8474 , 6,6M , GCF_002844145.1_ASM284414v1_genomic.fna
8475 , 5,3M , GCF_002844165.1_ASM284416v1_genomic.fna
8476 , 1,8M , GCF_002844355.1_ASM284435v1_genomic.fna
8477 , 5,3M , GCF_002844375.1_ASM284437v1_genomic.fna
8478 , 3,5M , GCF_002844395.1_ASM284439v1_genomic.fna
8479 , 5,3M , GCF_002844685.1_ASM284468v1_genomic.fna
8480 , 1,2M , GCF_002844715.2_ASM284471v2_genomic.fna
8481 , 1,2M , GCF_002844755.2_ASM284475v2_genomic.fna
8482 , 5,5M , GCF_002845275.2_ASM284527v2_genomic.fna
8483 , 3,8M , GCF_002845365.1_ASM284536v1_genomic.fna
8484 , 2,2M , GCF_002845845.1_ASM284584v1_genomic.fna
8485 , 1,8M , GCF_002846075.1_ASM284607v1_genomic.fna
8486 , 5,5M , GCF_002846135.1_ASM284613v1_genomic.fna
8487 , 1,8M , GCF_002846155.1_ASM284615v1_genomic.fna
8488 , 4,8M , GCF_002846975.1_ASM284697v1_genomic.fna
8489 , 4,8M , GCF_002846995.1_ASM284699v1_genomic.fna
8490 , 4,9M , GCF_002847015.1_ASM284701v1_genomic.fna
8491 , 7,8M , GCF_002847285.1_ASM284728v1_genomic.fna
8492 , 3,9M , GCF_002847305.1_ASM284730v1_genomic.fna
8493 , 4,6M , GCF_002847385.1_ASM284738v1_genomic.fna
8494 , 3,3M , GCF_002847405.1_ASM284740v1_genomic.fna
8495 , 3,3M , GCF_002847425.1_ASM284742v1_genomic.fna
8496 , 4,5M , GCF_002847445.1_ASM284744v1_genomic.fna
8497 , 4,5M , GCF_002848225.1_ASM284822v1_genomic.fna
8498 , 5,0M , GCF_002848345.1_ASM284834v1_genomic.fna
8499 , 4,5M , GCF_002848365.2_ASM284836v2_genomic.fna
8500 , 3,1M , GCF_002848385.1_ASM284838v1_genomic.fna
8501 , 3,0M , GCF_002848425.1_ASM284842v1_genomic.fna
8502 , 4,1M , GCF_002848445.1_ASM284844v1_genomic.fna
8503 , 3,0M , GCF_002848465.1_ASM284846v1_genomic.fna
8504 , 3,0M , GCF_002848485.1_ASM284848v1_genomic.fna
